ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001477720-25-000172	2823195	Class A Common Stock				2295.0				I		See footnote	F2
0001628280-25-037966	2823294	Common Stock				846.0	F2			I		By 401(k) Plan	F3
0001628280-25-037965	2823359	Common Stock				953.0	F2			I		By 401(k) Plan	F3
0001477720-25-000170	2823499	Class A Common Stock				4147046.0				I		See footnote	F4
0001654954-25-009074	2823374	Common Stock				38800.0				I		Son	
0001654954-25-009074	2823375	Common Stock				70441.0				I		VP, Sec & Chairman of Alexander Railroad	
0001628280-25-037957	2823344	Common Stock				1333334.0	F1			I		By HECA Management LLC	F1
0001628280-25-037957	2823345	Common Stock				1000000.0	F2			D			
0000950170-25-103229	2823231	Class A Common Stock				49318.0				D			
0001062993-25-013617	2823323	Common Stock				99.0				I		401(k) Plan	
0001651308-25-000125	2823314	Ordinary Shares				215332.0				D			
0001690820-25-000344	2823477	Class A Common Stock				923155.0				D			
0000912282-25-000823	2823351	Common Stock				200000.0				D		By Child 1	
0000912282-25-000823	2823353	Common Stick				13997.0				I			
0000912282-25-000823	2823352	Common Stock				13997.0				I		By Child 2	
0001690820-25-000342	2823255	Class A Common Stock				923155.0				D			
0001079973-25-001219	2823229	Common Stock				62106.0				I		By Dolphin Digital Media Holdings, LLC	F3
0001079973-25-001219	2823228	Common Stock				54535.0				I		By Dolphin Entertainment, LLC	F2
0001760965-25-000076	2823271	Common Stock				380.0				I		By Son	
0001760965-25-000076	2823272	Common Stock				172130.21				I		by Trust	
0001225208-25-007061	2823297	Common Stock				2280730.0				I		By Continental Grain Company	F1
0001418135-25-000108	2823483	Common Stock				102142.0				I		By 2024 Trust	
0001418135-25-000108	2823482	Common Stock				574900.0				I		By 2023 Trust	
0001415889-25-021058	2823387	Class A Common Stock				870351.0				I		See footnote	F14
0001628280-25-037920	2823291	Ordinary Shares				116890.0				D			
0001478669-25-000011	2823236	Common Stock				15517.0				I		Trusts	F4
0001478669-25-000011	2823235	Common Stock				255900.0				I		Trust	F3
0000783325-25-000040	2823281	Common Stock				3128.7	F2			I		ERSP	
0001225208-25-007054	2823479	Common Stock, par value $.01 per share				64.0				I		By Spouse	
0001834622-25-000128	2823467	Common Stock				700.0				I		By Child C	
0001834622-25-000128	2823466	Common Stock				700.0				I		By Child B	
0001834622-25-000128	2823465	Common Stock				700.0				I		By Child A	
0001869938-25-000044	2823428	Common Stock				2123.6				I		by profit share plan	
0000783325-25-000038	2823433	Common Stock				3330.0				I		By revocable trust	
0000783325-25-000038	2823434	Common Stock				4321.08	F3			I		ERSP	
0001869938-25-000043	2823413	Common Stock				14586.87				I		by profit share plan	
0001415889-25-021053	2823330	Common Stock				109675.0				I		By GRAT	F7
0001415889-25-021053	2823329	Common Stock				42269.0				I		By Irrevocable Trust	
0001415889-25-021053	2823328	Common Stock				16886.0				I		By Non-GST Trust	F6
0001415889-25-021053	2823327	Common Stock				4942.0				I		By GST Trust	F5
0001415889-25-021053	2823331	Common Stock				54325.0				I		By 2019 Trust	F8
0000783325-25-000036	2823498	Common Stock				4232.1	F2			I		ERSP	
0000950170-25-103191	2823444	Common Stock				7895115.0				I		By Trust	F2
0000950170-25-103191	2823445	Common Stock				220816.0				I		By Trust	F3
0000950170-25-103191	2823446	Common Stock				1000.0				I		Uniform Transfer to Minor Account	F4
0000950170-25-103191	2823447	Common Stock				1000.0				I		Uniform Transfer to Minor Account	F4
0001127602-25-020093	2823463	Common Stock				10000000.0				I	F6	By Marc Benioff Fund LLC	
0001127602-25-020093	2823462	Common Stock				107000.0				I		By Trust	
0000950170-25-103177	2823295	5.625% Non-Cumulative Perpetual Preferred Stock, Series C				9265.0				D			
0001415889-25-021046	2823248	Common Stock				831600.0				I		Voting or Investment Control	F2
0001501585-25-000101	2823386	Common Stock				2065.6				I		By 401(k) Plan	
0000911177-25-000112	2823435	Class A Common Stock				27.0				I		By daughter	
0001562180-25-005656	2823350	Class A Common Stock				1729783.0				I		By Fergeson Capital LLC	F2
0001062993-25-013592	2823308	Class A Common Stock				15845.0				D			
0000950170-25-103138	2823275	Common Stock				45650.0				D			
0001499832-25-000108	2823384	Class B Common Stock				218833.0	F3			D			
0000891839-25-000017	2823238	Common Stock				1391.0				D			
0000950170-25-103111	2823282	Common Stock				740000.0				I		See footnote	F7
0001531152-25-000092	2823315	Common Stock				2000.0				I		By Dependent Children	
0000905148-25-002731	2823422	Common Stock				2654.0				I		Austin C. Willis 2019 Irrevocable Trust	F8
0000905148-25-002731	2823423	Common Stock				8692.0				I		CFW V 2016 Trust	F9
0000905148-25-002731	2823424	Common Stock				232715.0				I		2019 Willis Family Trust	F11, F10
0000905148-25-002731	2823425	Common Stock				405488.0				I		CFW Partners	F12
0000905148-25-002731	2823419	Common Stock				5422.0				I		Son	F5
0000905148-25-002731	2823420	Common Stock				5422.0				I		Daughter	F6
0000905148-25-002731	2823421	Common Stock				25922.0				I		Brother	F7
0001712184-25-000127	2823377	Class C Common Shares				18147.0	F4			I		By 401(k) Plan	
0001712184-25-000127	2823376	Class C Common Shares				176.0				I		By IRA	
0001712184-25-000125	2823480	Class C Common Shares				753.0				I		By IRA	
0001712184-25-000125	2823481	Class C Common Shares				18764.0	F4			I		By 401(k) Plan	
0001020569-25-000170	2823309	Common Stock, par value $.01 per share				295650.0				I	F5	By GRAT	
0000876437-25-000121	2823321	Common Stock				110422.0				I		By an individual trust	
0000950170-25-103092	2823379	Common				1254.0				D			
0001443984-25-000230	2823417	No securities owned				0.0				D			
0001712184-25-000124	2823268	Class C Common Shares				18863.0				I		By 401(k) Plan	
0001712184-25-000124	2823269	Class C Common Shares				1139.0				I		By IRA	
0001437749-25-024856	2823264	COMMON STOCK				3689.0				I		By Mary Mercer Buquet Trust No. 2	
0001562180-25-005651	2823371	Restricted Stock				43824.0	F2			D			
0001002910-25-000115	2823357	Common Stock, $.01 Par Value				5147.0	F1			I		By 401(K)	
0001127602-25-020074	2823256	Common Shares Of Beneficial Interest				0.0				D			
0001104659-25-074191	2823252	Class B Common Stock				279308.0				I		By Grantor Retained Annuity Trusts	
0001104659-25-074191	2823254	Class B Common Stock				32635.0				I		By 401(K) Plan	
0001104659-25-074191	2823253	Class B Common Stock				55527.0				I		By Spouse Trustee	
0000902664-25-003363	2823187	"Common Stock, par value $0.0001 per share (""Common Stock"")"				31931506.0				I		See footnote	F1
0001214659-25-011532	2823340	common shares (opening balance)				39500.0				D			
0000950170-25-103055	2823234	Common Stock				186.0				I		By reporting person as UTMA custodian for daughter	
0000950170-25-103055	2823233	Common Stock				186.0				I		By reporting person as UTMA custodian for son	
0000950170-25-103054	2823442	Common Stock				716000.0				I		By former spouse.	F4
0001764046-25-000099	2823383	Ordinary Shares				29954.0				D			
0001628280-25-037816	2823346	Class A Common Stock				67137.0				I		By Spruce Trust	F1
0001628280-25-037816	2823347	Class A Common Stock				67137.0				I		By Oak Trust	F1
0001628280-25-037816	2823349	Class A Common Stock				67137.0				I		By Chestnut Trust	F1
0001628280-25-037816	2823348	Class A Common Stock				67137.0				I		By Beech Trust	F1
0002039852-25-000128	2823237	Common Stock				3563.0				I		By 401k plan account	
0001225208-25-007015	2823217	Class A Common Shares				31050.0				I		By Trusts	F1
0001225208-25-007015	2823218	Class A Common Shares				1273099.0				I		Schottenstein Realty LLC	F1
0001641172-25-022257	2823470	Common Stock				21739.0				D			
0001628369-25-000041	2823501	Ordinary Shares				0.0				D			
0001670541-25-000101	2823363	Ordinary Shares				480.52	F2			I		401(k) Savings Plan	
0001628280-25-037809	2823226	Common Stock				24640.0				I		See Footnote	F3
0001127602-25-020070	2823500	Common Stock				1867.66				I		401(k) Plan	
0001628369-25-000039	2823296	Ordinary Shares				0.0				D			
0001641172-25-022250	2823372	Common Stock				37581.0				D			
0001415889-25-021023	2823378	Class A Common Stock				26070.0				D			
0001415889-25-021022	2823221	Class A Common Stock				22545.0	F11			D			
0000879169-25-000104	2823292	Common Stock				67388.0	F1			D			
0001477932-25-005474	2823322	Common Stock				99350.0				D	F2		
0001104659-25-074161	2823415	Common Stock				60731.0	F1			I		See Footnote	F1
0001628280-25-037792	2823270	Common Stock				373925.0				I		See Footnote	F3
0001477932-25-005472	2823298	Common Stock				29406.0				I		By Spouse	
0001477932-25-005470	2823427	Common Stock				32500.0				I		By Armorica Partners, LLC	F2
0001477932-25-005470	2823426	Common Stock				5000.0				I		By Spouse	
0000900440-25-000273	2823198	Common Stock				104.0				I		By 401K	
0000900440-25-000273	2823199	Common Stock				949.0				I		By Spouse	
0000900440-25-000273	2823200	Common Stock				115.0				I		401K by Spouse	
0001104659-25-074156	2823318	Common Stock				8239.0				I		See Footnote	F4
0001104659-25-074156	2823317	Common Stock				130685.0	F2			I		See Footnote	F3
0001477932-25-005469	2823219	Common Stock				1007718.0				I		By Concord International, Inc	F2
0000900440-25-000272	2823222	Common Stock				108.0				I		By 401K	
0001628280-25-037789	2823509	Common Stock				318268.0	F3			I		See footnote	
0000950170-25-102961	2823388	Common Stock				3500.0				I		By IRA	
0000950170-25-102961	2823389	Common Stock				2000.0				I		By SEP	
0000950170-25-102959	2823197	Common Stock				755.0				I		By Grandchild Trust	
0000950170-25-102959	2823196	Common Stock				4439.0				I		By Gift Trust	
0000021344-25-000063	2823476	Common Stock, $.25 Par Value				23808.0	F1			I		By 401(k) Plan	
0001415889-25-021018	2823341	Restricted Stock Units				10551.0				D			
0001425324-25-000005	2823246	Common Stock				7235.08				I		401(k) Plan	
0001635669-25-000004	2823205	Common Stock				2008.15				I		401(k) Plan	
0001724873-25-000004	2823458	Common Stock				148.48				I		401k	
0001170817-25-000006	2823508	Common Stock				16770.46				I		401(k) Plan	
0001608347-25-000006	2823274	Common Stock				3599.36				I		401(k) Plan	
0000950170-25-102898	2823319	Capital Stock				434.0				I		spouse	
0001850778-25-000002	2823401	Common Stock				912.0				I		Held in F&M Bank Corp. Employee Stock Ownership Plan	
0001415889-25-021006	2823334	Common Stock				7274.51				D			
0000950170-25-102774	2823273	Common Stock				1246.0				I		By spouse	
0000763563-25-000097	2823402	COMMON STOCK				5742.0				D		By Spouse	
0000763563-25-000097	2823403	COMMON STOCK				105.0				I			
0001505732-25-000123	2823360	Common Stock				15000.0				D	F1		
0001505732-25-000123	2823361	Common Stock				3334.0				D	F2		
0000950170-25-102699	2823429	Common Stock				1246.0				I		By spouse	
0001213900-25-071899	2823310	Common Stock				1774826.0				I		By Revocable Trust	
0001213900-25-071899	2823311	Common Stock				12689306.0				I		By Alon Ventures, LLC	
0001952114-25-000003	2823414	Common				1191.0				I		By ESOP	
0001250513-25-000003	2823411	Common				4163.0				I		By ESOP	
0001250513-25-000003	2823412	Common				75000.0				I		By Paul A. Perrault GRAT #3	
0001418322-25-000003	2823227	Common				1623.0				I		By ESOP	
0001422052-25-000003	2823503	Common				1623.0				I		By ESOP	
0001874597-25-000003	2823313	Common				821.0				I		By ESOP	
0001392652-25-000003	2823404	Common				5000.0				I		By IRA	
0000943819-25-000031	2823459	ResMed Common Stock				9802.0	F1			D		Kaushik Ghoshal and Jayati Ghoshal Family Trust	
0000943819-25-000031	2823460	ResMed Common  Stock				9628.0				I			
0001527650-25-000003	2823471	Common				2616.0				I		By ESOP	
0001604780-25-000003	2823448	Common				1033.0				I		By ESOP	
0000320335-25-000044	2823391	Common Stock				0.0				I		N/A	
0001827594-25-000004	2823230	Common				231.0				I		by ESOP	
0000950170-25-102585	2823224	Common Stock				825.0	F1			I		Restricted Stock	
0000950170-25-102585	2823223	Common Stock				26468.0				I		IRA	
0000950170-25-102578	2823373	Remarketable Variable Rate MuniFund Term Preferred Shares				499.0	F1, F2			I	F3	By Subsidiary	F4, F3
0000950170-25-102530	2822897	Common Stock				629141.0				I		Trustee of Martin Tuchman Revocable Trust	
0000906163-25-000084	2822683	NVR, Inc. common stock				372.0				I		By Profit Sharing Trust	
0000906163-25-000084	2822682	NVR, Inc. common stock				1037.0				I		By ESOP Trust	
0000950170-25-102465	2822726	Common Stock				20.0				I		Custodial account	
0000950170-25-102465	2822727	Common Stock				1694.84				I		401 (k) Plan	
0000913760-25-000141	2823006	Common Stock				3000.0				I		By Spouse	
0000310158-25-000010	2822724	Common Stock-401(k) Plan				55.96	F2			I		By 401(k)	
0001520006-25-000199	2822987	Common Stock				518708.0	F4			I		See footnote	F5
0001520006-25-000199	2822988	Common Stock				483124.0	F4			I		See footnote	F6
0001520006-25-000199	2822989	Common Stock				1105913.0	F4			I		See footnote	F7
0001520006-25-000199	2822990	Common Stock				1137182.0	F4			I		See footnote	F8
0001520006-25-000199	2822991	Common Stock				1347912.0	F4			I		See footnote	F9
0001520006-25-000199	2822992	Common Stock				36885.0	F4			I		See footnote	F10
0001520006-25-000199	2822999	Common Stock				175766.0	F4			I		See footnote	F17
0001520006-25-000199	2822994	Common Stock				109221.0	F4			I		See footnote	F12
0001520006-25-000199	2822995	Common Stock				109221.0	F4			I		See footnote	F13
0001520006-25-000199	2822996	Common Stock				90247.0	F4			I		See footnote	F14
0001520006-25-000199	2822997	Common Stock				90247.0	F4			I		See footnote	F15
0001520006-25-000199	2822998	Common Stock				175766.0	F4			I		See footnote	F16
0001520006-25-000199	2822993	Common Stock				36885.0	F4			I		See footnote	F11
0001562180-25-005647	2823007	Common Stock				2111868.0				I		By Spouse	
0001562180-25-005647	2823008	Common Stock				1425000.0				I		Spouse is Trustee of the Emily J. Petrie Irrevocable GST Trust 2010	
0001562180-25-005647	2823009	Common Stock				2611424.0				I		Spouse is Trustee of the Emily J. Petrie Irrevocable Trust - 2010	
0001562180-25-005647	2823013	Series C Depositary Shares				100000.0				D			
0001562180-25-005647	2823011	Common Stock				2410152.0				I		Spouse is Trustee of the Julia L. Petrie Irrevocable Trust - 2010	
0001562180-25-005647	2823012	Common Stock				724729.0				I		Spouse is Trustee of The Petrie Grandchildren Trust	
0001562180-25-005647	2823010	Common Stock				1425000.0				I		Spouse is Trustee of the Julia L. Petrie Irrevocable GST Trust 2010	
0001104659-25-073811	2823134	Ordinary Shares, No Par Value				39525691.0				I		See Footnote	F2
0001171843-25-005016	2822799	Common Shares				32609.0				I		Held by The New Nijhawan Family Trust 2015	F3
0001171843-25-005016	2822798	Common Shares				341702.0				I		Held by Pardeep Nijhawan Medicine Professional Corporation	F2
0001171843-25-005016	2822800	Common Shares				32013.0				I		Held by The Digestive Health Clinic Inc.	F2
0001171843-25-005016	2822801	Common Shares				53104.0				I		Held by 1968160 Ontario Inc.	F2
0001104659-25-073808	2823176	Ordinary Shares, No Par Value				39525691.0				I		See Footnote	F2
0000950170-25-102313	2822846	Common Stock				1575273.0				D			
0001104659-25-073781	2823095	Ordinary Shares				787.0	F2, F1			D			
0001104659-25-073780	2822743	Ordinary Shares				795.0	F2, F1			D			
0001104659-25-073779	2822950	Ordinary Shares				455.0	F2, F1			D			
0001104659-25-073778	2822699	Ordinary Shares				773.0	F2, F1			D			
0001829864-25-000108	2822648	Class A Common Stock				140553.0				I		See Footnote	F5
0001829864-25-000108	2822646	Class A Common Stock				1118321.0				I		See Footnote	F3
0001829864-25-000108	2822647	Class A Common Stock				1193789.0				I		See Footnote	F4
0001437749-25-024679	2823175	Common Stock				22373.0				I		By Trust	F3
0001065280-25-000325	2822774	Common Stock				2154241.0	F22			I		by Trust	
0001214659-25-011472	2823173	Common Stock				127.0	F2			D			
0000950170-25-102276	2823075	Common Stock				17655.0				D			
0001214659-25-011471	2822952	Common Stock				20455.0				I		by Spouse	
0001214659-25-011471	2822953	Common Stock				3391.0				I		Christopher Chao Xiao Trust	
0001214659-25-011469	2822882	Common Stock				6311.18				I			
0001214659-25-011469	2822881	Common Stock				11054.22				I		By Spouse through 401(k) Plan	
0001214659-25-011469	2822880	Common Stock				109432.54				D		By 401(k) Plan	
0001857853-25-000089	2822896	Common Stock				48784.0				I		By Family Trust dated December 16, 2012	
0001857853-25-000089	2822895	Common Stock				333333.0				I		By Family Trust dated March 25, 2004	
0001214659-25-011467	2822848	Common Stock				5331.0				I		Irrevocable Trust FBO Sarah N. Blegen	
0001214659-25-011467	2822847	Common Stock				5331.0				I		Irrevocable Trust FBO Theodore F. Blegen	
0001640147-25-000173	2822749	Common Stock				48568.0				I		LLC	F3
0001640147-25-000173	2822750	Common Stock				33499.0				I		2022 GRAT	F4
0001640147-25-000173	2822752	Common Stock				100000.0				I		2024 GRAT	F6
0001640147-25-000173	2822751	Common Stock				100000.0				I		2023 GRAT	F5
0001628280-25-037539	2822944	Common Stock				16300.0				I		Trust	F14
0001628280-25-037539	2822942	Common Stock				91058.0				I		Trust	F12
0001628280-25-037539	2822941	Common Stock				250030.0				I		Trust	F11
0001628280-25-037539	2822940	Common Stock				335146.0				I		Trust	F10
0001628280-25-037539	2822939	Common Stock				83014.0				I		Foundation	F9
0001628280-25-037539	2822938	Common Stock				6384.0				I		LLC	F8
0001628280-25-037539	2822943	Common Stock				91058.0				I		Trust	F13
0000950170-25-102261	2822951	Class B Common Stock				8000000.0				I		ECG II SPE, LLC	F7
0001596532-25-000210	2823106	Common Stock				30000.0				I		By Trust for Niece	F9
0001596532-25-000210	2823107	Common Stock				30000.0				I			
0001596532-25-000210	2823105	Common Stock				9917.0				D		By Trust for Nephew	F9
0000950170-25-102259	2822698	Class B Common Stock				8000000.0				I		ECG II SPE, LLC	F7
0001104659-25-073753	2822825	Common Stock				410794076.0				I		By Trust	F3
0000950170-25-102251	2823070	Class A Common Stock				2084329.0				D			
0001127602-25-020037	2822985	Common Stock				2277000.0	F5			I			
0001127602-25-020037	2822984	Common Stock				4599439.0	F4			I		Trustee	
0001127602-25-020037	2822983	Common Stock				288.0	F3			I		In Trust	
0001127602-25-020037	2822982	Common Stock				54825.0				D		As Custodian	
0000354190-25-000015	2823144	Common Stock				418.7				I		Gallagher 401(k) plan account	
0000354190-25-000015	2823143	Common Stock				118800.0				I		By wife as trustee	F2, F1
0000354190-25-000015	2823142	Common Stock				62428.0				I		By wife	
0000354190-25-000015	2823141	Common Stock				66709.0				I		By Irrevocable Trust	
0000354190-25-000015	2823140	Common Stock				62295.0				I		By grantor retained annuity trust	
0001562180-25-005642	2822657	Common Stock				25542.0				I		MACH4 Trust	
0001562180-25-005640	2822787	Common Stock				329124.0				I		DAVID AND ANNE RAINER TRUST U/A DTD 05/07/1997	
0001562180-25-005633	2822755	Common Stock				8000.0				I		By IRA	
0000354190-25-000013	2822630	Common Stock				3165.0				I		By Spouse	F1
0000354190-25-000013	2822631	Common Stock				418.69				I		Gallagher 401(k) plan account	
0001562180-25-005627	2822735	Common Stock				20834.0				I		IRA	
0001193805-25-001155	2822687	Common Stock				4207982.0				I		Through Deerfield Partners, L.P.	F2, F1
0001104659-25-073743	2822886	Common Stock				2000.0				I		By the NSH 2008 Family Trust	
0001104659-25-073743	2822885	Common Stock				2000.0				I		By the Judah Herman Hochman 2019 Trust	
0001104659-25-073743	2822884	Common Stock				2000.0				I		By the Hannah Hochman 2019 Trust	
0001104659-25-073743	2822883	Common Stock				545460.0				D		By the Solomon Ascher Hochman 2019 Trust	
0001104659-25-073743	2822887	Common Stock				3140.0				I			
0001841794-25-000044	2823040	Class A Common Stock				279989.0				D	F6		
0001140361-25-028685	2822649	Common Stock				150000.0				I		By Family Trust	
0001415889-25-020981	2823102	Class A Common Stock				2702.0				D			
0000354963-25-000224	2822837	Common Stock				38.0				I		Spouse	
0001628280-25-037509	2822667	Common Stock				13.0				I		401(k)	
0001641172-25-022100	2822645	Common Shares				6058738.0				I		See Footnote	F1
0000950170-25-102191	2822890	Tredegar Common Stock				1917639.0				D		Footnote	F1
0000950170-25-102191	2822891	Tredegar Common Stock				12953.0				I		Footnote	F2
0000950170-25-102191	2822892	Tredegar Common Stock				90000.0				I		Footnote	F3
0000950170-25-102191	2822893	Tredegar Common Stock				847470.0				I			
0000950170-25-102187	2823147	Tredegar Common Stock				211260.0				I		Footnote	F3
0000950170-25-102187	2823146	Tredegar Common Stock				847470.0				I		Footnote	F2
0000950170-25-102187	2823145	Tredegar Common Stock				6197.0				I		Footnote	F1
0001225208-25-006986	2822818	Common Stock				5234.0	F3			I		By Child	
0001225208-25-006985	2822794	Common Stock				13355.0	F4			I		By 401(k)	
0001476150-25-000039	2822658	Common Stock, $0.01 par value per share				67314.0				I		Rabbi Trust	
0000950170-25-102168	2822694	Tredegar Common Stock				10000.0				I		Footnote	F3
0000950170-25-102168	2822692	Tredegar Common Stock				40000.0				D		Footnote	F1
0000950170-25-102168	2822695	Tredegar Common Stock				90000.0				I			
0000950170-25-102168	2822693	Tredegar Common Stock				847469.0				I		Footnote	F2
0001476150-25-000037	2822659	Common Stock, $0.01 par value per share				73202.0				I		Rabbi Trust	
0001476150-25-000036	2822763	Common Stock, $0.01 par value per share				174940.0				I		Rabbi Trust	
0001476150-25-000034	2822729	Common Stock, $0.01 par value per share				174940.0				I		Rabbi Trust	
0001127602-25-019996	2823172	Common Stock				79381.0				D			
0000950170-25-102149	2823088	Common Stock				3000.0				D			
0000950170-25-102147	2822975	Common Stock				25970.0				D			
0000950170-25-102146	2823077	Common Stock				2955.0				D			
0000950170-25-102145	2822661	Common Stock				6800.0				D			
0000950170-25-102144	2822781	Common Stock				6000.0				D			
0000950170-25-102143	2822802	Common Stock				6500.0				D			
0002013458-25-000068	2822728	Class P Common Stock				2026048.0				I		By Limited Partnership	F4
0001127602-25-019983	2822681	Common Stock				120000.0				I		By LP	
0001127602-25-019983	2822680	Common Stock				1081522.0				I		By Family Trust	
0001127602-25-019983	2822679	Common Stock				16801.27	F2			I		By 401(k)	
0002013458-25-000064	2823103	Class P Common Stock				75.0				I		By Spouse	F4
0002013458-25-000064	2823104	Class P Common Stock				286.0				I		By 401(k) Plan	
0001127602-25-019982	2823091	Common Stock				162506.0				D			
0001127602-25-019982	2823090	Common Stock				4853.63	F2			I		By 401(k)	
0002013458-25-000063	2822710	Class P Common Stock				277950.0				I		By Trust	F4
0001127602-25-019981	2822754	Common Stock				557461.0				D			
0001127602-25-019981	2822753	Common Stock				8661.53	F2			I		By 401(k)	
0000310764-25-000110	2822860	Common Stock				162.0				I		401(k)	
0001127602-25-019980	2822675	Common Stock				391151.0				I		By 2024 Trust	
0001127602-25-019980	2822676	Common Stock				93424.0				I		By Joint Trust	
0001127602-25-019980	2822674	Common Stock				13482.99	F2			I		By 401(k)	
0001127602-25-019979	2822807	Common Stock				6635.33	F2			I		By 401(k)	
0001127602-25-019979	2822808	Common Stock				847424.0				D			
0001127602-25-019978	2823122	Common Stock				2946.04	F2			I		By 401(k)	
0001127602-25-019978	2823123	Common Stock				379962.0				D			
0002006603-25-000006	2823056	Common Stock				393.36				I		Executive Deferred Savings Plan II	
0002006603-25-000006	2823057	Common Stock				529.95				I		401(k) Stock Fund	
0001062993-25-013516	2823086	Common Stock				47125.0				I		By Trust	F2
0000075288-25-000125	2822723	Common Stock				46644.0				I		By Trusts for Children	
0000075288-25-000125	2822722	Common Stock				18000.0				I		By Trust for Spouse	
0001726978-25-000108	2822655	Class B Common Stock				1766355.0				I			
0001726978-25-000108	2822651	Class A Common Stock				38851.0				D	F3	By Trust	F5
0001726978-25-000108	2822652	Class B Common Stock				182349.0				D	F3		
0001726978-25-000108	2822653	Class A Common Stock				71565.0				D	F4		
0001726978-25-000108	2822654	Class B Common Stock				132349.0				D	F4		
0001748614-25-000003	2822779	Common Stock				1038.1				I		Held in 401(k) Plan	
0001986198-25-000004	2823074	Common Stock				710.77				I		Held in 401(k) plan	
0001415889-25-020972	2823171	Registered Shares				11.0				I		See footnote	F3
0002056381-25-000005	2822894	Common Stock				540.65				I		Held in 401(k) plan	
0001801170-25-000186	2823041	Class A Common Stock				1403701.0				I		By Trust.	F2
0001415889-25-020970	2822853	Common Stock				13329.74	F3			I		By 401(k) Plan	
0001415889-25-020969	2823152	Common Stock				7867.34	F3			I		By 401(k) Plan	
0001650164-25-000281	2822851	Class A Common Stock				224853.0				I		By the SHFA Family Trust	
0001650164-25-000281	2822849	Class A Common Stock				66896.0				I		By the Fredette Family Nominee Trust	
0001650164-25-000281	2822850	Class A Common Stock				1718029.0				I		By the SHFA 2021 Nominee Trust	
0001415889-25-020968	2823058	Common Stock				18090.92	F3			I		By 401(k) Plan	
0001650164-25-000280	2823154	Class A Common Stock				39368.0				I		By the Brian R. Elworthy Irrevocable Trust of 2019	
0001127602-25-019971	2822640	Class B Common Stock				1787.0				I		by Retirement Plan	F3
0001415889-25-020964	2823024	Common Stock				22047.57	F3			I		By 401(k) Plan	
0001641172-25-022060	2822632	Common Stock, par value $0.001 per share				250000.0				I		By Managed Account	F3, F2
0001127602-25-019969	2822665	Common Stock				107000.0				I		By Trust	
0001127602-25-019969	2822666	Common Stock				10000000.0				I	F8	By Marc Benioff Fund LLC	
0001415889-25-020962	2822686	Common Stock				22025.03	F3			I		By 401(k) Plan	
0001415889-25-020960	2822809	Common Stock				22025.96	F3			I		By 401(k) Plan	
0001591719-25-000015	2823046	Common Stock				23850.0				I		Custodian for Daughter	
0001591719-25-000015	2823045	Common Stock				130458.0				I		By 2019 GRAT	
0001591719-25-000015	2823044	Common Stock				301548.0				I		By Trust for Son	
0001591719-25-000015	2823043	Common Stock				301548.0				I		By Trust for Daughter	
0001591719-25-000015	2823042	Common Stock				56287.0				I		By Trust for Children	
0001591719-25-000015	2823047	Common Stock				24400.0				I		Custodian for Son	
0001048695-25-000119	2823083	Common Stock				42000.0				I		By Family Trust	F3
0001127602-25-019966	2822844	Class A Common Stock				39140.0				I		By H5-JRH, LLC	
0001127602-25-019966	2822845	Class A Common Stock				8728.0				I		Co-ttee Of Tr Fbo Daughter	
0001214659-25-011446	2822917	Common Stock				1638.0	F1			I		Deferred Compensation Interest	
0000920371-25-000109	2822711	Common Stock				1244.0				I		By Trust (PSP)	F3
0001127602-25-019961	2822889	Class B Common Stock				1464.0				I		by Retirement Plan	F3
0001630805-25-000046	2822934	Common Stock				2.25				I		401k Plan	
0000876437-25-000118	2822780	Common Stock				384844.0				I		By a family trust	
0001127602-25-019957	2823110	Common Stock				7850.0				I		By Georgia Limited Partnership	
0001127602-25-019957	2823111	Common Stock				29689.0				I		By Spouse	
0001127602-25-019957	2823113	Class A Common Stock				603497.0				I		By Villa Clare, LP	
0001127602-25-019957	2823112	Class A Common Stock				1950.0				I		By Spouse	
0001127602-25-019955	2823005	Class B Common Stock				1065.0				I		by Retirement Plan	F3
0001628280-25-037451	2822684	Common Stock				3349.0				I		By Roth IRA	
0001628280-25-037451	2822685	Common Stock				4853.0				I		By IRA	
0001628280-25-037448	2822816	Common Stock				3881.0				I		By ESOP	
0001867096-25-000123	2823115	Common Stock				2000.0	F3			I		By Charles R. McCulloch Trust dated 1990	
0001867096-25-000123	2823114	Common Stock				25000.0	F3			I		By Spouse	
0001562180-25-005616	2823170	Common Stock				1320.0				I		UTMA Custodian for daughter	
0001562180-25-005616	2823169	Common  Stock				1320.0				I		UTMA Custodian for daughter	
0001014100-25-000041	2822813	Common Stock				923.26	F4			I		By 401(k) plan	
0001014100-25-000041	2822812	Common Stock				85.04	F3			I		By spouse as UTMA custodian for son	
0001415889-25-020959	2823121	Depositary Shares, Series F	F2			3000.0				D			
0001415889-25-020959	2823120	Common Shares, $.0011 par value per share				120104.0				D			
0001415889-25-020952	2822778	Common Stock				2634.0				I		By son	F2
